permit_number,s_name,s_address,city,z_code,p_fee,c_number,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA180264,HILL HOUSE,1835  CENTRE AVE,PITTSBURGH,15219,200,1130,,,REMOVE TSI FROM BOILER ROOM HOT WATER LINE & PUMPLINE #2 AND ASSUMED BOILER COVERAGE IN BOILER ROOM,321,f,2018-04-15,2018-04-30,2,t,f,2018-04-30,RENOVATION,40.4431289288015,-79.9818766818344
PAA180265,VACANT RESIDENCE,710  WESTERN ST,TARENTUM,15084,850,004856,,,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1100,f,2018-04-11,2018-04-12,2,t,f,2018-04-12,DEMOLITION,40.5997862596942,-79.7627839616505
PAA180266,KOPPERS BUILDING,436 7TH AVE,PITTSBURGH,15219,850,18041,,,REMOVE FLOOR TILE ON  THE GRANT STREET SIDE OF THE 29TH FLOOR,1728,t,2018-04-23,2018-06-29,2,t,f,2018-06-29,RENOVATION,40.4421151693961,-79.9955679918911
PAA180267,FORMER CHES-A-RENA,1216 PITTSBURGH ST,CHESWICK,15024,850,1048 & 1022,,,"REMOVE FLOOR TILE/MASTIC IN 2ND FL KITCHEN, WALL PLASTER IN 2ND FL OFFICE AREA, ROOFING, FLOOR TILE/MASTIC IN 1ST FL OFFICE, & FLOOR TILE IN 1ST FL OPEN AREA",28436,f,2018-04-12,2018-05-25,2,f,f,2018-05-25,DEMOLITION,40.5410732868139,-79.8030586355311
PAA180268,"PGH NDC-300 BRUSH CREEK RD-WARRENDALE, PA 15095",,,,450,19157,,,REMOVE JOINT COMPOUND FROM MEN'S & WOMEN'S RESTROOMS,400,t,2018-04-23,2018-04-30,2,t,f,2018-04-30,RENOVATION,40.4628453111411,-80.0725778863851
PAA180269,CITIZEN'S BANK,31  FOSTER AVE,PITTSBURGH,15205,200,19158,,,REMOVE FLOOR TILE/MASTIC IN BASEMENT,231,f,2018-04-12,2018-04-13,2,t,f,2018-04-13,RENOVATION,40.4402153330256,-80.0696449127212
PAA180270,VERIZON SPRINGDALE,405  PITTSBURGH ST,SPRINGDALE BORO,15144,200,5123,,,REMOVE PIPE & BIOLER INSULATION IN BASEMENT,29,t,2018-04-26,2018-08-31,2,t,t,2018-05-31,RENOVATION,40.5414835441927,-79.7883306591141
PAA180271,VACANT APARTMENTS,511  WESTERN AVE,EAST PITTSBURGH,15112,200,8292,,,REMOVE FLOOR TILE IN 1ST FLOOR KITCHEN AND CAULKING FROM EXTYERIOR WINDOWS,240,f,2018-04-20,2018-04-25,2,t,f,2018-04-25,DEMOLITION,40.3957766898135,-79.8437849701179
PAA180272,WOODLAND HILLS DICKSON FIELD HOUSE/FALLOUT SHELTER,7301 SCHOYER AVE,SWISSVALE,15218,850,013125,,,REMOVE PLASTER & WINDOW GLAZING FROM FIELD HOUSE/FALLOUT SHELTER AND OUTSIDE DOOR CAULKING.,2300,f,2018-04-24,,2,t,f,,DEMOLITION,40.4235069658224,-79.89356592529
PAA180273,UOP - EUREKA BUILDING - 3400 FORBES AVENUE,,PITTSBURGH,15260,850,4308,,,REMOVE ROOFING,5400,t,2018-04-26,2018-12-31,2,t,f,2018-12-31,RENOVATION,40.4258800444082,-80.0405130122884
PAA180274,ALLEGHENY GENERAL HOSPITAL,320 E NORTH AVE,PITTSBURGH,15212,450,5125,,,REMOVE BLACK MASTIC FROM FLOOR 002 LINAC C RADIOLOGY,622,t,2018-04-16,2018-04-20,2,f,f,2018-04-20,RENOVATION,40.457069446526,-80.0036975361617
PAA180275,MARYLEA PROPERTY,10  MARYLEA AVE,PITTSBURGH,15227,850,4304,,,"REMOVE ROOFING, VAT MASTIC FROM 1ST FLOOR APARTMENT, AND TRANSITE FROM 2ND FLOOR HVAC ROOM",2470,f,2018-04-19,2018-12-31,8,t,f,2018-12-31,DEMOLITION,40.3729589560521,-79.976097569292
PAA180276,FORMER SNEE DAIRY,3735  BROWNSVILLE RD,PITTSBURGH,15227,850,4303,,,REMOVE ROOF AND WINDOW CAULKING & GLAZING.,8125,f,2018-04-19,2018-12-31,8,f,f,2018-12-31,DEMOLITION,40.3715957300483,-79.9748807979113
PAA180277,DUQUESNE UNIV-600 FORBES AVE-PITTSBURGH 15282,,,,450,013124,,,REMOVE PIPE COVERINGS & FITTINGS IN MECHANICAL ROOM #112,486,t,2018-05-04,2018-07-04,2,t,f,2018-07-04,RENOVATION,40.4628453111411,-80.0725778863851
PAA180278,BROTHERS' BROTHER WAREHOUSE/DISTRIBUTION CTR,941  BEHAN ST,PITTSBURGH,15233,450,4343,,,REMOVE FLOOR TILE FROM 1ST FLOOR WAREHOUSE AREA,400,f,2018-04-30,2018-05-07,1,t,f,2018-05-07,RENOVATION,40.4537621463871,-80.0187935011367
PAA180279,COL-PHILIPPINE NATIONALTY ROOM - 3400 FORBES AVE,,PITTSBURGH,15260,450,4309,,,REMOVE PLASTER FROM ROOM 313 CEILING,450,t,2018-04-30,2018-12-31,8,t,f,2018-12-31,RENOVATION,40.4258800444082,-80.0405130122884
PAA180280,SHENANGO COKE PLANT - EXTERIOR PIPING,200 NEVILLE RD,NEVILLE,15225,400,13462,,,"REMOVE PIPE INSULATION FROM THE POWER PLANT ALLEY, EXTERIOR NEAR THE BENZOYL BLDG., & EXTERIOR LINE BY THE FINAL COOOLER",123,f,2018-03-28,2018-05-21,2,t,f,2018-05-21,DEMOLITION,40.4942377251384,-80.0809510160549
PAA180281,FORMER WASHINGTON TRADE SCHOOL,169  40TH ST,PITTSBURGH,15201,850,5127,,,REMOVE TSI IN SHOP A & SHOP B,367,f,2018-05-01,2018-05-31,1,t,f,2018-05-31,DEMOLITION,40.469468034976,-79.9632199032254
PAA180282,CHARTIERS SHOPPING CTR - 1205 WASHINGTON PIKE,,BRIDGEVILLE,15017,850,18937,,,"REMOVE FLOOR TILE & MASTIC IN MAIN OFFICE, OFFICES 1-7, STORAGE AREA, RESTROOMS 1-2",13550,f,2018-04-27,2018-04-27,1,t,f,2018-04-27,RENOVATION,40.3588656924328,-80.117796537215
PAA180283,VACANT CHURCH - MCKEESPORT,2710 5TH AVE,MCKEESPORT,15132,850,18065,,,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,332,f,2018-04-18,2018-04-30,1,t,f,2018-04-30,DEMOLITION,40.3568970831064,-79.8327793500664
PAA180284,UPMC MCKEESPORT? HOSPITAL - ELECTRICAL VAULT ROOF,1500 5TH AVE,MCKEESPORT,15132,200,4643,,,REMOVE FLASHING FROM ELECTRICAL VAULT ROOF,200,t,2018-05-03,2019-05-02,8,t,t,2018-06-30,RENOVATION,40.3513577942261,-79.8498321945279
PAA180285,UPMC MCKEESPORT? HOSPITAL - ANNEX BUILDING,1500 5TH AVE,MCKEESPORT,15132,450,4642,,,REMOVE ROOF FLASHING FROM ANNEX BUILDING,450,t,2018-05-03,2019-05-02,8,t,t,2018-06-30,RENOVATION,40.3513577942261,-79.8498321945279
PAA180286,225 ROSS STREET,,PITTSBURGH,15201,450,18066,,,REMOVE ROOF FLASING,400,t,2018-05-02,2018-06-08,1,t,f,2018-06-08,RENOVATION,40.4597060895784,-79.9756029496038
PAA180287,COMMERCIAL SHOPPING CENTER,201 OHIO RIVER BLVD,SEWICKLEY,15143,850,7426,,,REMOVE ROOFING MATERIA AND FLASHING FROM ROOF,9500,t,2018-05-01,2018-12-31,3,t,f,2018-12-31,RENOVATION,40.54441207002,-80.193564097073
PAA180288,CENTURY III MALL - MACY'S SPACE,3075  CLAIRTON RD,WEST MIFFLIN,15122,850,4308,,,"REMOVE 12X12 TILE/MASTIC FROM 1ST FL; MIRROR MASTIC ON 2ND FL WALLS, ESCALATOR/CEILING, 1ST (106)  & 2ND (67) FL COLUMNS",25656,f,2018-05-02,2018-06-29,8,t,f,2018-06-29,RENOVATION,40.3383390529972,-79.9430788084199
PAA180289,VACANT RESIDENCE,31  SNYDER ST,SHALER,15223,450,4307,,,"REMOVE FLOORING & ADHESIVE FROM KITCHEN, LIVING RM, & BATHROOM; TRANSITE FROM OUTSIDE DORMER, & CAULKING FROM EXTERIOR WINDOWS",784,f,2018-04-05,2018-04-30,8,t,f,2018-04-30,DEMOLITION,40.5041939058769,-79.9444144541419
PAA180290,UNIVERSITY OF PITTSBURGH APPLIED RESEARCH CENTER,3170 WILLIAM PITT WAY,PITTSBURGH,15238,450,19259,,,REMOVE FLOOR TILE/MASTIC BUILDING A-4 TUNNEL,592,t,2018-05-04,2018-06-30,3,t,f,2018-06-30,RENOVATION,40.5449997734214,-79.8271432746162
PAA180291,LANXESS CORPORATION,3499  GRAND AVE,NEVILLE,15225,850,1854394,,,REMOVE WINDOWS WITH ENCAPSULATED GLAZING FROM THE NORTH & SOUTH SIDES OF BUILDING #5 AND THE EAST&WEST SIDES OF BUILDING #3.,2226,t,2018-05-04,2018-06-30,1,t,f,2018-06-30,RENOVATION,40.507412503562,-80.1117964348335
PAA180292,SHENANGO COKE WORKS - RESERVE TANKS,200 NEVILLE RD,NEVILLE,15225,650,13483,,,REMOVE HEAT EXCHANGER INSULATION ON THE EXTERIOR OF BENZENE BUILDING & WASH STILL INSULATION ON EXTERIOR RANKS OF BENZENE BUILDING,2570,f,2018-03-26,2018-04-28,8,t,f,2018-04-28,DEMOLITION,40.4942377251384,-80.0809510160549
PAA180293,VACANT RESIDENCE,2588  NICHOLSON RD,SEWICKLEY,15143,450,4314,,,"REMOVE VAT/MASTIC & FELT FROM 2ND FLOOR, VAT FROM DINING ROOM, & DUCT FROM BASEMENT",871,f,2018-05-07,2018-12-31,2,t,f,2018-12-31,DEMOLITION,40.6110189837961,-80.0994531107032
PAA180294,VACANT RESIDENCE,2584  NICHOLSON RD,SEWICKLEY,15143,450,4313,,,"REMOVE CAULKING FROM WINDOWS, FLOOR TILE FROM KITCHEN, & INSULATION FROM BASEMENT",370,f,2018-05-07,2018-12-31,2,t,f,2018-12-31,DEMOLITION,40.6106992479306,-80.0994451843884
PAA180295,DOLLAR BANK - ALLENTOWN,820 E WARRINGTON AVE,PITTSBURGH,15210,450,19260,,,REMOVE FLOOR TILE/MASTIC IN LOBBY,170,f,2018-05-10,2018-05-14,1,t,f,2018-05-14,RENOVATION,40.4216527587715,-79.99281433072
PAA180296,DON'S APPLIANCES,5948  BAUM BLVD,PITTSBURGH,15206,850,200232,,,REMOVE FLOORTILE THROUGHOUT ENTIRE AREA,3400,f,2018-05-01,2018-05-15,8,t,f,2018-05-15,RENOVATION,40.4604365048617,-79.9260664547435
PAA180297,VACANT BAR/APARTMENT,358  WALL AVE,WALL,15148,450,8292,,,REMOVE FLOOR TILE FRON 1ST FLOOR BAR,800,f,2018-04-26,2018-05-31,8,t,f,2018-05-31,DEMOLITION,40.3936422077021,-79.7937051265019
PAA180298,VACANT RESIDENCE,524  WALL AVE,WALL,15148,450,8292,,,"REMOVE FLOOR TILE FROM MIDDLE AREA, LIVING ROOM & KITCHEN",800,f,2018-04-26,2018-05-31,8,t,f,2018-05-31,DEMOLITION,40.3945571034775,-79.7846700701087
PAA180299,O'RIELLY AUTO PARTS,3711 WALNUT ST,MCKEESPORT,15132,850,1049,,,"REMOVE FLOOR TILES/MASTIC FROM LEARNING CENTER UTILITY ROOM, ROOFING METALS & ASHESIVE/TAR FROM MAIN ROOF",4840,f,2018-05-04,2018-05-15,1,f,f,2018-05-15,DEMOLITION,40.3267816118175,-79.8394637796386
PAA180300,APPLIANCE WAREHOUSE,523 BINGHAM ST,PITTSBURGH,15203,850,106615,,,REMOVE ROOF MATEIRAL ON 30% ON ROOF 70% ON GROUND,15000,f,2018-04-20,2018-05-31,2,t,f,2018-05-31,DEMOLITION,40.4294132751932,-79.9941661476198
PAA180301,SOUTH HILLS COUNTRY CLUB,4305  BROWNSVILLE RD,BRENTWOOD,15236,450,18935,,,REMOVE FLOOR TILE & MASTIC FROM LADIES LOCKER ROOM,800,t,2018-04-26,2019-04-26,2,t,f,2019-04-26,RENOVATION,40.3609483563597,-79.9855465485701
PAA180302,CMU - MOREWOD E TOWER - 4921 FORBES AVENUE,,PITTSBURGH,15213,850,18097,,,"REMOVE FLOOR TILE & MASTIC IN HALLWAYS ON FLOORS 4, 5, 7",4500,t,2018-05-08,2018-06-29,8,f,f,2018-06-29,RENOVATION,40.438222758373,-79.9722482342226
PAA180303,NEVILLE CHEMICAL COMPANY,2800 NEVILLE RD,NEVILLE,15225,850,31904,,,REMOVE PRE-HEATER INSULATION FROM BEHIND METAL SKIN OF #4 STILL PROCESS HEATER; GASKETS FROM PIPE FLANGE FITTINGS; & TRANSITE PANELS FROM CONTROL ROOM VESTIBULE,1505,f,2018-05-08,2018-12-31,3,t,f,2018-12-31,DEMOLITION,40.502210017789,-80.1013925134527
PAA180304,VITRO ARCHITECTURAL GLASS,400 GUYS RUN RD,CHESWICK,15024,850,18100,,,REMOVE FLOOR TILE & MASTIC IN ROOM 111,1360,t,2018-05-09,2018-07-06,1,t,f,2018-07-06,RENOVATION,40.55661298228,-79.8663177401905
PAA180305,MERCY HOSPITAL 9TH FLOOR,1400 LOCUST ST,PITTSBURGH,15219,200,4651,,,REMOVE FLOOR TILE & MASTIC FROM ROOM 9012,340,t,2018-05-03,2018-06-02,2,t,f,2018-06-02,RENOVATION,40.4360439740714,-79.9854587006851
PAA180306,PERRY SHOPS,7910  PERRY HWY,PITTSBURGH,15237,850,18870,,,"REMOVE SHEET FLORRING & MASTIC FROM HAIR SALON UNDER HA-06; FLOOR TILE & MASTIC IN DRY CLEANERS MAIN AREA, UNDER WOOD, WINE & SPIRTS UNDER HA-18 & CARPET; CEMENTITIOUS PANES IN DRY CLEANER BASEMENT; VARIOSE CEMENTITOUS MATERIALS THROUGHTOUT WINE & SPIRITS",20122,f,2018-05-08,2019-05-08,2,f,f,2019-05-08,DEMOLITION,40.5521949851551,-80.0377284588411
PAA180307,DUQUESNE UNIVERISTY - ASSUMPTION HALL,600 FORBES AVE,PITTSBURGH,15219,850,013155,,,REMOVE VAT FROM VARIOUS LOCATIONS AND TSI FROM BATHROOM INTERIOR WALLS,4020,f,2018-05-14,2018-08-14,2,t,f,2018-08-14,RENOVATION,40.437826212702,-79.9936526271794
PAA180308,BELLEFIELD BOILER PLANT,4400  FORBES AVE,PITTSBURGH,15213,450,11332,,,"REMOVE PIPE INSULATION ON COLUMN 1ST FLOOR NEAR BOILER #1, PIPE FITTING INSULATION ON BASEMENT FRONT DOOR NEAR EMPTY CYLINDERS, PIPE INSULATION/1ST FELT LAYER ON OUTSIDE RISER BELOW ID FAN, & TRANSITE SIDING ON 4TH FLOOR CONVEYOR AREA",335,t,2018-05-15,2018-06-30,8,t,f,2018-06-30,RENOVATION,40.4437064529995,-79.9491020730779
PAA180309,VACANT RESIDENTIAL,839  MAPLE AVE,TURTLE CREEK,15145,850,1238,,,"REMOVE PLASTER THROUGHTOUT, DUCT WRAP FROM BASEMENT, & CAULKING FROM LIVING ROOM WINDOW",20012,f,2018-05-01,2018-08-15,2,t,f,2018-05-11,DEMOLITION,40.4076731406987,-79.8229719848947
PAA180310,SANIT CLAIR HOSPITAL,1000 BOWER HILL RD,UPPER ST CLAIR,15243,200,4358,,,"REMOVE FLOOR/TILE MASTIC FROM EMPLOYEE HEALTH 2ND FLOOR STORAGE, TOILET, & 2 EXAM ROOMS",247,t,2018-05-14,2019-05-13,1,t,f,2019-05-13,RENOVATION,40.3780677828417,-80.0668107942987
PAA180311,UOP - LITCHFIELD TOWER - TOWER C,3990 5TH AVE,PITTSBURGH,15213,450,4321,,,REMOVE BLACK TAR COATING INSIDE AHU IN PENTHOUSE,580,t,2018-05-15,2018-12-31,8,t,f,2018-12-31,RENOVATION,40.4425538442905,-79.9569491774135
PAA180312,ONE PNC PLAZA 17TH FLOOR (RETURN AIR SHAFT),225  5TH AVE,PITTSBURGH,15222,250,4652,,,REMOVE SPRAYED ON FIREPROOFING ON 17TH FLOOR RETURN AIR SHAFT (16X9),144,t,2018-05-10,2018-05-30,2,t,f,2018-05-30,RENOVATION,40.4411950201614,-80.0011049865767
PAA180313,CMU MOREWOOD GARDENS,1060 MOREWOOD AVE,PITTSBURGH,15213,850,1083,,,REMOVE PIPE INSULATION & FITTINGS ON 1ST THROUGH 7TH FLOORS,100,t,2018-05-16,2018-12-31,3,f,f,2018-12-31,RENOVATION,40.4458441365481,-79.9428165016748
PAA180314,VACANT RESIDENCE,439  DIVISION ST,SEWICKLEY,15143,850,18119,,,REMOVE FLOOR TILE FROM SUNROOM & KITCHEN; LINOLEUM FROM 2ND FL BATHROOM; PLASETER FROM WALLS & CEILINGS; EXTERIOR WINDOW CAULKING & GLAZING; TRANSITION CAULKING FROM BASE & CORNERS IN SUNROOM; & SUNROOM ROOF FLASHING,3396,f,2018-05-15,2018-07-13,8,t,f,2018-07-13,RENOVATION,40.5411044455129,-80.1800128798005
PAA180315,VACANT RETAIL WITH APARTMENTS,140 W 7TH AVE,TARENTUM,15084,850,18121,,,"REMOVE FLOOR TILE IN PARTS ROOM, LINOLEUM ON STAIRWELL LANDINGS, FLOOR TILE & MASTIC UNDER KITCHEN SINK, & ROOFS",4565,f,2018-05-16,2018-07-13,2,t,f,2018-07-13,DEMOLITION,40.6005579160419,-79.760799915077
PAA180316,VACANT RESIDENTIAL,3335  MILWAUKEE ST,PITTSBURGH,15219,850,7979,,,ALL MATERIAL BEING TREATED AS ACM - ASBESTOS REMOVAL AND DEMOLITION OF CONDEMNED RESIDENTIAL STRUCTURE,,f,2018-04-25,2018-05-02,8,t,f,2018-05-02,DEMOLITION,40.4531579951513,-79.9630759307001
PAA180317,GUARDIAN STORAGE ROOF,5873  CENTRE AVE,PITTSBURGH,15206,850,19295,,,REMOVE ROOF FELTS,7200,t,2018-05-21,2018-12-30,1,t,f,2018-12-30,RENOVATION,40.4588501855305,-79.9295949115126
PAA180318,US STEEL CLAIRTON WORKS,400 STATE ST,CLAIRTON,15025,450,26634,,,REMOVE PIPING/BLOCK AT #2 GR LIGHT OK PLANT,800,t,2018-05-17,2018-06-30,8,t,f,2018-06-30,RENOVATION,40.2940110111861,-79.8743163626466
PAA180319,STANDARD FORGE PRODUCTS (ROOF),75 NICHOL AVE,MCKEES ROCKS,15136,200,19296,,,REMOVE ROOF FELTS,200,t,2018-05-21,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.476458693138,-80.0607623836998
PAA180320,SHENANGO COKE PLANT WASTE PILE,200 NEVILLE RD,NEVILLE,15225,850,13291,,,REMOVE INSULATION DEBRIS PILE FROM FORMER BOILER PLANT DEBRIS PILE,1745,f,2018-05-10,2018-06-28,2,f,f,2018-06-28,DEMOLITION,40.4942377251384,-80.0809510160549
PAA180321,DUQUESNE UNIVERSITY - ADMISSIONS BUILDING,600 FORBES AVE,PITTSBURGH,15219,200,4360,,,REMOVE CEILING PLASTER & TSI PIPE INSULATION FROM GROUND FLOOR LOBBY ENTRANCES,208,t,2018-05-18,2019-05-17,3,f,f,2019-05-17,RENOVATION,40.437826212702,-79.9936526271794
PAA180322,NRG ENERGY CENTER - COOLING TOWER,111 S COMMONS ST,PITTSBURGH,15212,850,4324,,,REMOVE TRANSITE PANELS FROM COOLING TOWER,2430,t,2018-05-21,2018-12-31,1,t,f,2018-12-31,RENOVATION,40.4497652459488,-80.0063155023687
PAA180323,ST. PAUL'S EPISCOPAL CHURCH,1066  WASHINGTON RD,MT LEBANON,15228,450,4359,,,REMOVE VAT/MASTIC FROM 3 ROOMS ON THE 3RD FLOOR,650,f,2018-05-21,2018-05-28,8,t,f,2018-05-28,RENOVATION,40.3708200347331,-80.0500873946519
PAA180324,KEYSTONE COMMONS - 645 BRADDOCK AVE,,BRADDOCK,15104,200,1095,,,REMOVE PIPE INSULATION FROM WEST SHOP MALL ENTRANCE,267,f,2018-05-15,2018-05-31,2,t,f,2018-05-31,RENOVATION,40.4063524490984,-79.8760700198306
PAA180325,BEECHWOOD ELEMENTARY SCHOOL,810 ROCKLAND AVE,PITTSBURGH,15216,850,4360,,,"REMOVE CAULKING FROM BRICK PARAPET WALLS MAIN ROOF & ABOVE METAL COUNTER FLASHING MAIN ROOF, WINDOW CAULKING/GLAZING & DOOR CAULKING ALL ELEVATIONS",247,f,,2018-08-31,3,t,f,2018-08-31,RENOVATION,40.4146435042877,-80.020564861816
PAA180326,UNIVERSITY OF PITTSBURGH APPLIED RESEARCH CENTER,3170 WILLIAM PITT WAY,PITTSBURGH,15238,850,19350,,,REMOVE FLOOR TILE/MASTIC IN BLDG B-4 NEW LAB ROOM ROOM 112 & CORRIDOR & WINDOW GLAZING FROM BUILDING B-4 (7) WINDOW DEMO,1965,t,2018-05-21,2018-06-12,1,t,f,2018-06-12,RENOVATION,40.5449997734214,-79.8271432746162
PAA180327,VACANT RESIDENCE,365 N CRAIG ST,PITTSBURGH,15213,200,19352,,,"REMOVE FLOOR TILE FROM STAIRWELL, DUCT SEAM TAPE/INSULATION FROM BASEMENT, & WINDOW CAULKING FROM EXTERIOR",231,f,2018-05-24,2018-06-30,8,t,f,2018-06-30,DEMOLITION,40.4535484175496,-79.9533682923727
PAA180328,UOP LITCHFIELD TOWER C,3990 5TH AVE,PITTSBURGH,15213,250,4325,,,REMOVE FITTINGS FROM FLOORS 2 THROUGH 16 BATHROOMS,375,t,2018-05-15,2018-12-31,2,t,f,2018-12-31,RENOVATION,40.4425538442905,-79.9569491774135
PAA180329,HILAND PRESBYTERIAN CHURCH,845 PERRY HWY,WEST VIEW,15229,200,18136,,,REMOVE PIPE AND BOILER INSULATION FROM BOILER ROOM,83,t,2018-05-24,2018-07-31,3,t,f,2018-07-31,RENOVATION,40.530586374134,-80.0367014224145
PAA180330,COMMERCIAL OFFICE,525  WILLIAM PENN PL,PITTSBURGH,15219,200,4328,,,"REMOVE PIPE INSULATION & BLACK TAR ON TERRAC WALL FROM 2 BATHROOMS IN FITNESS AREA, BLACK TAR ON BRICK IN UPPER LOBBY & ON 2ND FLOOR AND FLOOR TILE & MASTIC IN  UPPER LOBBY - FORMER CRAZY MOCHA",1650,t,2018-05-24,2018-12-31,1,t,f,2018-12-31,RENOVATION,40.4402016195189,-79.9977400244851
PAA180331,DUQUESNE UNIVERSITY - ROCKWELL HALL,600 FORBES AVE,PITTSBURGH,15219,850,013181,,,REMOVE VAT FROM ROOM NUMBERS 504 & 507,2400,t,2018-08-01,2018-08-31,8,f,f,2018-08-31,RENOVATION,40.437826212702,-79.9936526271794
PAA180332,DUQUESNE UNIVERSITY (MELLON HALL),600 FORBES AVE,PITTSBURGH,15219,200,13182,,,"REMOVE VAT & MASTIC FROM ROOM 339, TRANSITE FROM CABINET, & TSI BEHIND CABINET",212,t,2018-05-30,2018-07-30,2,t,f,2018-07-30,RENOVATION,40.437826212702,-79.9936526271794
PAA180333,CARNEGIE MELLON UNIVERSITY - BAKER HALL,5000 FORBES AVE,PITTSBURGH,15213,850,11343,,,"REMOVE FLOOR TILE & MASTIC FROM SUITE 331 A-J, SUITE 327 A, B, E, F, G, H, J, K, M, N, ROOM 330, & ROOM 329E",4500,t,2018-05-28,2018-08-31,3,t,f,2018-08-31,RENOVATION,40.4442129846549,-79.94339909741
PAA180334,DUQUESNE UNIVERSITY - MELLON HALL 3RD FLOOR,600 FORBES AVE,PITTSBURGH,15219,850,4664,,,"REMOVE FLOOR TILE & MASTIC, PIPE INSULATION, & TRANSITE FROM LAB 312",912,t,2018-05-29,2018-06-30,1,t,f,2018-06-30,RENOVATION,40.437826212702,-79.9936526271794
PAA180335,FORMER MAYVIEW STATE HOSP - 1601 MAYVIEW ROAD,,BRIDGEVILLE,15017,850,18152,,,"REMOVE INTERIOR WINDOW/DOOR CAULKING, INTERIOR WINDOW GLAZING & PIPE INSULATION THROUGHOUT BUILDING, DOCK BASE CAULKING AGAINST PERIMETER, FLOOR TILE, MASTIC, & ROOF DRAIN INSULATION ON UPPER LEVEL",13499,f,2018-05-30,2018-08-31,8,t,f,2018-08-31,DEMOLITION,40.3588656924328,-80.117796537215
PAA180336,FORMER MAYVIEW STATE HOSP - 1601 MAYVIEW RD,,BRIDGEVILLE,15017,850,181853,,,REMOVE TRANSITE SHINGLES & TAR FROM ROOF,4850,f,2018-05-30,2018-08-31,8,t,f,2018-08-31,DEMOLITION,40.3588656924328,-80.117796537215
PAA180337,KOPPERS BUILDING - 2018 O&M PERMIT,436 7TH AVE,PITTSBURGH,15219,850,18154,,,"REMOVE GLUE DOTS, PIPE INSULATION, FLOOR TILE/MASTIC, ACOUSTICAL PLASTER, FIREPROOFING, WINDOW/DOOR CAULKING & GLAZING, & TRANSITE THROUGHOUT BUILDING",160,t,2018-05-21,2018-12-31,2,f,f,2018-12-31,RENOVATION,40.4421151693961,-79.9955679918911
PAA180338,GULF TOWER O&M,707  GRANT ST,PITTSBURGH,15219,850,18155,,,"REMOVE GLUE DOTS, PIPE INSULATION, FLOOR TILE/MASTIC, ACOUSTICAL PLASTER, FIREPROOFING, WINDOW/DOOR CAULKING & GLAZING, & TRANSITE THROUGHOUT BUILDING",160,t,2018-05-18,2018-12-31,3,f,f,2018-12-31,RENOVATION,40.4425865935344,-79.9952311155013
PAA180339,KOPPERS BUILDING - 29TH FLOOR,436 7TH AVE,PITTSBURGH,15219,850,18156,,,REMOVE GLUE DOTS FROM CEILING & PIPE INSULATION IN THE BATHROOM ON THE GRANT STREET SIDE OF THE 29TH FLOOR,1828,t,2018-05-30,2018-07-27,1,t,f,2018-07-27,RENOVATION,40.4421151693961,-79.9955679918911
PAA180340,CARNEGIE MUSUEM - LIBRARY O&M,4400  FORBES AVE,PITTSBURGH,15213,850,1099,,,SMALL SCALE REMOVAL OF ACM & PACM.  SMALL REMOVAL FOR MAINTENANCE AND/OR REPAIR.,160,t,2018-06-01,2018-12-31,8,f,f,2018-12-31,RENOVATION,40.4437064529995,-79.9491020730779
PAA180341,UOP THAW HALL - 3943 O'HARA STREET,,PITTSBURGH,15213,850,4331,,,"REMOVE VAT/MASTIC IN ROOMS 116, 106, 107, 110, 102, & 104 MECHANICAL SPACES & HALLWAYS, WALL MASTIC IN MEN'S & WOMEN'S BATHROOMS, & PIPE INSULATION & FITTINGS ON MEZZANINE & B2 MECH ROOM & HALLWAY",4465,t,2018-06-01,2019-05-31,2,t,f,2019-05-31,RENOVATION,40.438222758373,-79.9722482342226
PAA180342,CITIZEN'S BANK,31  FOSTER AVE,PITTSBURGH,15205,850,19394,,,REMOVE FLOOR TILE/MASTIC FROM BASEMENT,1700,f,2018-05-28,2018-06-30,3,t,f,2018-06-30,RENOVATION,40.4402153330256,-80.0696449127212
PAA180343,UPMC MCKEESPORT? HOSPITAL - MANSFIELD BUILDING,1500 5TH AVE,MCKEESPORT,15132,200,4667,,,REMOVE FLOOR TILE & MASTIC FROM 3RD FLOOR CORRIDORS & PATIENT ROOMS,24200,t,2018-06-04,2018-08-15,1,t,f,2018-08-15,RENOVATION,40.3513577942261,-79.8498321945279
PAA180344,VACANT OFFICES,515  SINCLAIR ST,MCKEESPORT,15132,850,18157,,,ALL MATERIAL BEING TREATED AS ACM,528,f,2018-05-30,2018-06-29,8,t,f,2018-06-29,DEMOLITION,40.3508264768791,-79.8618749900186
PAA180346,UOP-LITCHFIELD TOWERS- 3990 FIFTH AVENUE,,PITTSBURGH,15213,200,1277,,,REMOVE PIPE FITTING INSULATION FROM BATHROOMS ON FLOORS 2-16.,200,t,2018-05-22,2018-06-08,2,t,f,2018-06-08,RENOVATION,40.438222758373,-79.9722482342226
